id,class_tree,name,planet,res_weight_rating,res_quality,res_quality_rating,res_decay_resist,res_decay_resist_rating,res_flavor,res_flavor_rating,res_potential_energy,res_potential_energy_rating,res_malleability,res_malleability_rating,res_toughness,res_toughness_rating,res_shock_resistance,res_shock_resistance_rating,res_cold_resist,res_cold_resist_rating,res_heat_resist,res_heat_resist_rating,res_conductivity,res_conductivity_rating,entangle_resistance,entangle_resistance_rating,is_active,date_reported,date_inactive,last_modified,server_id,notes,reporter_id,last_updated_by,waypoints
751,1.526.571.597.598.601.613,Eawago,{Endor},0.375,514,0.514,373,0.373,,,,,308,0.308,396,0.396,99,0.099,95,0.095,824,0.824,394,0.394,,,TRUE,2026-01-16 09:34:59.775716+00,,2026-01-16 09:35:02.405988+00,cuemu,,1.5035E+17,,
752,1.526.557.560,Faoko,{Dantooine},0.488,665,0.665,311,0.311,,,,,,,,,,,,,,,,,,,TRUE,2026-01-16 04:05:23.740596+00,,,cuemu,,1.5035E+17,,
753,1.2.276.277.388.443.471.477,Bazo,{Naboo},0.289,296,0.296,147,0.147,169,0.169,380,0.543,,,,,,,,,,,,,,,TRUE,2026-01-16 09:56:52.414754+00,,,cuemu,,1.5035E+17,,
754,1.526.571.597.598.616.622,Caimeism,"{Dantooine,Talus}",0.851,415,0.415,702,0.919,,,,,391,0.982,685,0.858,750,0.94,447,0.843,794,0.955,298,0.898,,,TRUE,2026-01-13 23:34:09.14106+00,,2026-01-16 04:11:11.569686+00,cuemu,,1.5035E+17,,
755,1.2.3.4.33.126.127,Drewo,{Corellia},0.586,767,0.767,42,0.042,903,0.903,630,0.63,,,,,,,,,,,,,,,TRUE,2026-01-16 04:12:59.346094+00,,,cuemu,,2.22847E+17,,
756,1.2.3.4.33.35.36,Liva,{Corellia},0.554,537,0.537,557,0.557,468,0.468,458,0.654,,,,,,,,,,,,,,,TRUE,2026-01-16 04:15:32.108087+00,,,cuemu,,2.22847E+17,,
757,1.2.276.277.388.389.391.399,Ica,{Talus},0.388,420,0.42,57,0.057,538,0.538,537,0.537,,,,,,,,,,,,,,,TRUE,2026-01-16 04:18:08.588458+00,,,cuemu,,1.5035E+17,,
758,1.2.276.484.485.500.513.521,Sraego,{Talus},0.295,44,0.044,133,0.266,,,,,976,0.976,44,0.147,16,0.04,,,,,,,,,TRUE,2026-01-16 04:22:56.008946+00,,,cuemu,,1.5035E+17,,
759,1.759.760.801.815.820,Ggahau,{Endor},0.984,500,1,,,,,581,0.968,,,,,,,,,,,,,,,TRUE,2026-01-16 09:42:21.122298+00,,2026-01-20 18:54:39.979673+00,cuemu,,1.85879E+17,,
760,1.2.276.277.278.334.335.338,Rerko,{Dathomir},0.331,185,0.185,144,0.144,303,0.433,564,0.564,,,,,,,,,,,,,,,TRUE,2026-01-16 04:49:11.129839+00,,,cuemu,,1.5035E+17,,
761,1.526.571.653.654.657.658,Hiowaine,{Yavin},0.766,677,0.677,339,0.867,,,,,21,0.266,461,0.964,429,0.897,253,0.832,410,0.858,,,,,TRUE,2026-01-16 05:04:58.024637+00,,2026-01-16 05:05:00.793663+00,cuemu,,1.5035E+17,,
762,1.759.760.801.802.813,Wrisesis,{Yavin},0.53,500,1,,,,,24,0.06,,,,,,,,,,,,,,,TRUE,2026-01-16 05:20:30.536431+00,,,cuemu,,1.5035E+17,,
763,1.2.276.277.278.280.294.304,Ishona,{Yavin},0.462,126,0.126,887,0.887,560,0.56,191,0.273,,,,,,,,,,,,,,,TRUE,2026-01-16 05:25:16.68351+00,,,cuemu,,1.5035E+17,,
764,1.526.571.572.574,Hodisoine,{Endor},0.462,565,0.565,416,0.416,,,406,0.406,,,,,,,,,,,,,,,TRUE,2026-01-16 09:39:23.48002+00,,2026-01-16 09:39:26.65243+00,cuemu,,1.5035E+17,,
765,1.2.276.277.278.334.335.339,Jari,{Endor},0.58,671,0.671,402,0.402,348,0.497,749,0.749,,,,,,,,,,,,,,,TRUE,2026-01-16 09:46:28.835041+00,,,cuemu,,1.5035E+17,,
766,1.526.527.540.542,Oevo,"{Rori,Lok,Naboo,Corellia,Dantooine,Talus,Dathomir}",0.228,145,0.145,696,0.696,,,,,95,0.095,100,0.1,103,0.103,,,,,,,,,FALSE,2026-01-11 17:46:54.440674+00,,2026-01-19 01:08:26.64894+00,cuemu,,1.85879E+17,,
767,1.526.571.597.598.616.618,Tedetaic,{Rori},0.681,114,0.114,361,0.872,,,,,86,0.878,429,0.861,401,0.805,85,0.649,519,0.893,31,0.378,,,TRUE,2026-01-16 10:00:55.127886+00,,2026-01-16 10:00:59.428133+00,cuemu,,1.5035E+17,,
768,1.526.571.584.587.591,Gote,"{Tatooine,Corellia,Dantooine,Dathomir,Endor,Naboo,Rori}",0.689,257,0.257,612,0.947,,,697,0.864,,,,,,,,,,,,,,,TRUE,2026-01-15 08:27:20.379145+00,,2026-01-16 10:01:31.589693+00,cuemu,,1.5035E+17,,
769,1.526.571.572.575.577,Kekoeris,{Rori},0.593,416,0.416,171,0.648,,,379,0.715,,,,,,,,,,,,,,,TRUE,2026-01-16 10:03:26.142502+00,,2026-01-16 10:03:38.130586+00,cuemu,,1.5035E+17,,
770,1.759.760.801.815.823,Mesnagouiam,{Rori},0.765,500,1,,,,,318,0.53,,,,,,,,,,,,,,,TRUE,2026-01-16 10:07:32.661452+00,,,cuemu,,1.5035E+17,,
771,1.526.571.572.575.576,Pieho,{Tatooine},0.443,305,0.305,7,0.047,,,420,0.977,,,,,,,,,,,,,,,TRUE,2026-01-15 09:25:43.657742+00,,2026-01-16 10:29:54.818726+00,cuemu,,1.5035E+17,,
772,1.526.527.543.554,Give,{Yavin},0.489,913,0.913,232,0.232,,,,,210,0.21,539,0.539,550,0.55,,,,,,,,,FALSE,2026-01-16 05:09:34.024219+00,,2026-01-18 19:27:04.18086+00,cuemu,Givo,1.93478E+17,,
773,1.526.571.597.627.630.638,Tagoasis,"{Dantooine,Talus,Dathomir,Naboo,Rori,Tatooine,Corellia}",0.876,607,0.607,687,0.859,,,,,865,0.865,848,0.942,797,0.886,772,0.965,715,0.894,793,0.991,,,TRUE,2026-01-15 09:17:20.749443+00,,2026-01-19 01:50:39.089149+00,cuemu,,1.85879E+17,,
774,1.526.571.653.680.682,Fasmahiie,{Endor},0.551,609,0.609,381,0.544,,,,,951,0.951,152,0.152,507,0.724,346,0.346,529,0.529,,,,,TRUE,2026-01-16 09:40:50.604978+00,,2026-01-19 02:38:01.87644+00,cuemu,"Resource spelled ""Fasmahiic""",1.85879E+17,,
775,1.2.276.277.278.280.294.301,Kelari,{Rori},0.424,61,0.061,667,0.667,650,0.65,223,0.319,,,,,,,,,,,,,,,TRUE,2026-01-16 10:11:42.261262+00,,,cuemu,,1.5035E+17,,
776,1.2.276.277.388.443.471.478,Ticafi,{Rori},0.285,91,0.091,491,0.491,496,0.496,45,0.064,,,,,,,,,,,,,,,TRUE,2026-01-16 10:12:17.803503+00,,,cuemu,,1.5035E+17,,
777,1.2.276.277.388.443.458.465,Yodllo,{Rori},0.537,929,0.929,65,0.065,504,0.504,650,0.65,,,,,,,,,,,,,,,TRUE,2026-01-16 10:12:54.386576+00,,,cuemu,,1.5035E+17,,
778,1.526.571.597.627.629,Fimeoism,"{Tatooine,Naboo,Lok}",0.489,341,0.341,125,0.179,,,,,752,0.752,647,0.647,587,0.652,416,0.52,406,0.507,313,0.313,,,TRUE,2026-01-13 14:47:53.406297+00,,2026-01-16 10:16:59.818627+00,cuemu,,1.5035E+17,,
779,1.2.276.484.485.500.505,Dacou,{Lok},0.47,255,0.255,130,0.217,,,,,719,0.719,189,0.63,211,0.527,,,,,,,,,TRUE,2026-01-17 18:01:57.401015+00,,,cuemu,,1.93478E+17,,
780,1.2.276.277.278.334.335.340,ist,{Lok},0.431,457,0.457,500,0.5,16,0.023,745,0.745,,,,,,,,,,,,,,,TRUE,2026-01-16 10:25:49.551388+00,,,cuemu,,1.5035E+17,,
781,1.2.276.484.485.500.509,Twosmeu,{Tatooine},0.355,243,0.243,248,0.413,,,,,689,0.689,45,0.15,112,0.28,,,,,,,,,TRUE,2026-01-16 10:34:43.337275+00,,,cuemu,,1.5035E+17,,
782,1.2.276.277.278.307.321.330,Asasei,{Tatooine},0.378,421,0.421,542,0.542,389,0.389,111,0.159,,,,,,,,,,,,,,,TRUE,2026-01-16 10:35:33.453988+00,,,cuemu,,1.5035E+17,,
783,1.2.276.277.278.280.281.290,Lehao,{Tatooine},0.423,655,0.655,152,0.152,239,0.341,544,0.544,,,,,,,,,,,,,,,TRUE,2026-01-16 10:36:23.865577+00,,,cuemu,,1.5035E+17,,
784,1.2.276.277.278.361.375.384,Oct,{Tatooine},0.176,10,0.01,245,0.245,360,0.36,64,0.091,,,,,,,,,,,,,,,TRUE,2026-01-16 10:39:48.87126+00,,,cuemu,,1.5035E+17,,
785,1.526.571.597.598.616.624,Fichteiam,{Lok},0.85,667,0.667,826,0.88,,,,,446,0.814,877,0.925,899,0.948,613,0.84,857,0.896,377,0.827,,,TRUE,2026-01-16 10:19:04.364263+00,,2026-01-16 13:17:41.45132+00,cuemu,,1.5035E+17,,
786,1.2.276.277.388.443.445.454,Nabimo,{Tatooine},0.528,663,0.663,540,0.54,615,0.615,293,0.293,,,,,,,,,,,,,,,TRUE,2026-01-16 10:40:26.121798+00,,2026-01-16 16:09:13.367871+00,cuemu,,1.5035E+17,1.5035E+17,
787,1.2.276.277.388.443.458.463,Noleoro,{Lok},0.61,982,0.982,489,0.489,3,0.003,966,0.966,,,,,,,,,,,,,,,TRUE,2026-01-16 10:25:08.267391+00,,2026-01-16 17:27:06.194212+00,cuemu,,1.5035E+17,1.5035E+17,/waypoint 1227 3999 Noleoro 85%;
788,1.526.571.597.598.601.604,Ifaide,"{Endor,Corellia}",0.767,779,0.779,560,0.911,,,,,63,0.677,516,0.959,540,0.878,110,0.595,662,0.957,57,0.38,,,TRUE,2026-01-17 07:51:53.699673+00,,2026-01-19 01:50:18.491808+00,cuemu,,1.85879E+17,,
789,1.2.3.4.5.20.22,Siobi,{Dantooine},0.347,140,0.14,432,0.432,611,0.611,142,0.203,,,,,,,,,,,,,,,TRUE,2026-01-17 05:47:42.976179+00,,,cuemu,,2.22847E+17,,
790,1.2.3.4.33.126.128,Oathmago,{Dantooine},0.332,385,0.385,300,0.3,26,0.026,615,0.615,,,,,,,,,,,,,,,TRUE,2026-01-17 05:48:44.087173+00,,,cuemu,,2.22847E+17,,
791,1.2.3.180.208.211,Relciki,{Dantooine},0.611,762,0.762,336,0.336,,,,,310,0.62,429,0.858,334,0.477,,,,,,,,,TRUE,2026-01-17 06:12:34.61665+00,,,cuemu,,2.22847E+17,,
792,1.2.3.4.33.139.141.143,Ajjo,{Dantooine},0.39,311,0.311,884,0.884,39,0.039,325,0.325,,,,,,,,,,,,,,,TRUE,2026-01-17 07:11:53.499571+00,,,cuemu,,2.22847E+17,,
793,1.2.276.277.388.389.404.412,Aoti,{Talus},0.375,334,0.334,102,0.102,664,0.664,399,0.399,,,,,,,,,,,,,,,TRUE,2026-01-17 07:52:46.678388+00,,,cuemu,,2.22847E+17,,
794,1.2.276.277.278.280.281.289,Chreto,{Talus},0.39,246,0.246,274,0.274,209,0.299,741,0.741,,,,,,,,,,,,,,,TRUE,2026-01-17 07:57:32.193258+00,,,cuemu,,2.22847E+17,,
795,1.2.276.277.388.443.458.466,Clote,{Talus},0.454,196,0.196,215,0.215,834,0.834,572,0.572,,,,,,,,,,,,,,,TRUE,2026-01-17 07:59:56.507594+00,,,cuemu,,2.22847E+17,,
796,1.526.571.597.598.616.618,Eta,{Lok},0.61,665,0.665,314,0.758,,,,,9,0.092,458,0.92,460,0.924,8,0.061,556,0.957,41,0.5,,,TRUE,2026-01-17 17:58:13.347039+00,,2026-01-17 17:58:35.563329+00,cuemu,P,1.93478E+17,,
797,1.2.276.277.388.443.445.448,Horikree,{Dathomir},0.258,586,0.586,201,0.201,128,0.128,116,0.116,,,,,,,,,,,,,,,TRUE,2026-01-18 00:48:15.871173+00,,,cuemu,,1.93478E+17,,
798,1.526.527.529.531.534,Hige,{Endor},0.148,173,0.173,51,0.085,,,186,0.186,,,,,,,,,,,,,,,TRUE,2026-01-17 07:50:19.070647+00,,2026-01-19 02:03:57.20075+00,cuemu,,1.85879E+17,,
799,1.526.571.597.598.601.607,Yoliame,,0.808,384,0.384,712,0.931,,,,,177,0.835,638,0.889,707,0.924,302,0.712,751,0.925,298,0.864,,,TRUE,2026-01-18 02:14:51.37882+00,,,cuemu,,2.75763E+17,,
800,1.526.571.597.598.601.604,Tfaide,,0.767,779,0.779,560,0.911,,,,,63,0.677,516,0.959,540,0.878,110,0.595,662,0.957,57,0.38,,,TRUE,2026-01-18 02:17:33.855469+00,,,cuemu,,2.75763E+17,,
801,1.526.571.597.598.616.625,Soixa,{Dantooine},0.846,476,0.476,901,0.901,,,,,505,0.842,922,0.922,930,0.93,682,0.853,993,0.993,427,0.854,,,TRUE,2026-01-18 06:35:38.197701+00,,2026-01-18 06:36:19.814107+00,cuemu,75 hand jam spot outside mining op,2.75763E+17,,
802,1.526.571.597.627.630.637,Monotiaate,{Lok},0.561,878,0.878,50,0.05,,,,,293,0.293,886,0.886,247,0.247,688,0.688,913,0.913,534,0.534,,,TRUE,2026-01-18 18:43:20.881696+00,,2026-01-18 18:43:28.178882+00,cuemu,,1.93478E+17,,
803,1.526.571.701.704.709,Gaehadeeium,{Lok},0.756,140,0.14,443,0.836,,,,,228,0.717,429,0.809,529,0.998,461,0.87,748,0.921,,,,,TRUE,2026-01-18 18:50:42.512999+00,,2026-01-18 18:53:41.288462+00,cuemu,,1.93478E+17,,
804,1.526.571.597.598.601.607,Noalaism,"{Lok,Endor}",0.804,87,0.087,753,0.984,,,,,168,0.792,713,0.993,738,0.965,356,0.84,793,0.977,273,0.791,,,TRUE,2026-01-18 18:47:13.137535+00,,2026-01-19 02:23:04.850522+00,cuemu,,1.85879E+17,,
805,1.526.557.561,Crepea,{Dathomir},0.582,766,0.766,397,0.397,,,,,,,,,,,,,,,,,,,TRUE,2026-01-19 06:22:44.4918+00,,,cuemu,,2.22847E+17,,
806,1.526.571.653.680.683.688,Kira,"{Dathomir,Corellia,Endor}",0.81,785,0.785,341,0.735,,,,,659,0.863,577,0.79,360,0.776,647,0.847,697,0.873,,,,,TRUE,2026-01-18 00:43:58.36287+00,,2026-01-20 19:00:27.133717+00,cuemu,,1.85879E+17,,
807,1.2.276.484.485.487.492,Chaushao,{Lok},0.522,415,0.415,326,0.407,,,,,533,0.666,264,0.33,554,0.791,,,,,,,,,TRUE,2026-01-18 18:56:33.11446+00,,,cuemu,,1.93478E+17,,
808,1.2.276.277.278.280.294.299,Neko,{Lok},0.684,608,0.608,855,0.855,778,0.778,346,0.494,,,,,,,,,,,,,,,TRUE,2026-01-18 18:57:38.536188+00,,,cuemu,,1.93478E+17,,
809,1.2.276.277.388.389.404.409,Rhafe,{Lok},0.448,232,0.232,476,0.476,520,0.52,562,0.562,,,,,,,,,,,,,,,TRUE,2026-01-18 18:59:45.502733+00,,,cuemu,,1.93478E+17,,
810,1.2.276.277.388.389.430.435,Firfedi,{Lok},0.424,234,0.234,608,0.608,162,0.162,694,0.694,,,,,,,,,,,,,,,TRUE,2026-01-18 19:01:15.824353+00,,,cuemu,,1.93478E+17,,
811,1.526.571.653.680.692.699,Imeaism,{Yavin},0.517,152,0.152,96,0.096,,,,,629,0.629,852,0.852,428,0.428,950,0.95,511,0.511,,,,,TRUE,2026-01-18 19:13:52.926718+00,,2026-01-18 19:13:58.793118+00,cuemu,,1.93478E+17,,
812,1.2.276.277.278.307.308.318,Feana,{Yavin},0.401,20,0.02,408,0.408,368,0.526,651,0.651,,,,,,,,,,,,,,,TRUE,2026-01-18 19:18:19.603537+00,,,cuemu,,1.93478E+17,,
813,1.2.276.277.278.334.335.345,Oele,{Yavin},0.518,508,0.508,699,0.699,129,0.184,683,0.683,,,,,,,,,,,,,,,TRUE,2026-01-18 19:20:20.547606+00,,,cuemu,,1.93478E+17,,
814,1.2.276.277.388.443.445.455,Akkea,{Yavin},0.17,60,0.06,65,0.065,446,0.446,108,0.108,,,,,,,,,,,,,,,TRUE,2026-01-18 19:22:20.717175+00,,,cuemu,,1.93478E+17,,
815,1.2.276.484.485.500.513.523,Dlisto,{Yavin},0.551,643,0.643,394,0.788,,,,,820,0.82,134,0.447,23,0.058,,,,,,,,,TRUE,2026-01-18 19:25:52.622164+00,,,cuemu,,1.93478E+17,,
816,1.526.527.540.541,Thedregiide,"{Lok,Corellia}",0.683,690,0.69,677,0.677,,,,,,,,,,,,,,,,,,,TRUE,2026-01-18 18:53:30.374596+00,,2026-01-19 01:09:18.450925+00,cuemu,,1.85879E+17,,
817,1.526.527.543.544,Hesrasoo,{Corellia},0.291,299,0.299,310,0.31,,,,,87,0.087,543,0.543,214,0.214,,,,,,,,,TRUE,2026-01-19 01:12:51.903444+00,,,cuemu,,1.85879E+17,,
818,1.2.276.277.388.443.471.472,cyeo,{Corellia},0.573,406,0.406,864,0.864,332,0.332,482,0.689,,,,,,,,,,,,,,,TRUE,2026-01-19 01:37:02.180725+00,,,cuemu,,1.85879E+17,,
819,1.2.276.277.388.443.445.446,Mogo,{Corellia},0.212,405,0.405,134,0.134,174,0.174,135,0.135,,,,,,,,,,,,,,,TRUE,2026-01-19 01:38:17.688707+00,,,cuemu,,1.85879E+17,,
820,1.2.276.277.388.389.417.418,Klihoisre,{Corellia},0.244,4,0.004,240,0.24,338,0.338,393,0.393,,,,,,,,,,,,,,,TRUE,2026-01-19 01:39:14.285716+00,,,cuemu,,1.85879E+17,,
821,1.2.276.277.388.389.404.405,laci,{Corellia},0.488,102,0.102,588,0.588,403,0.403,858,0.858,,,,,,,,,,,,,,,TRUE,2026-01-19 01:39:54.599815+00,,,cuemu,,1.85879E+17,,
822,1.2.276.277.278.361.362.363,boke,{Corellia},0.497,723,0.723,376,0.376,95,0.136,755,0.755,,,,,,,,,,,,,,,TRUE,2026-01-19 01:40:31.77+00,,,cuemu,,1.85879E+17,,
823,1.2.276.277.278.307.321.322,folico,{Corellia},0.391,156,0.156,141,0.141,811,0.811,320,0.457,,,,,,,,,,,,,,,TRUE,2026-01-19 01:41:07.488383+00,,,cuemu,,1.85879E+17,,
824,1.2.276.277.278.334.348.349,ehei,{Corellia},0.362,317,0.317,230,0.23,634,0.634,188,0.269,,,,,,,,,,,,,,,TRUE,2026-01-19 01:41:45.567957+00,,,cuemu,,1.85879E+17,,
825,1.2.276.484.485.500.501,orco,{Corellia},0.506,606,0.606,177,0.295,,,,,693,0.693,165,0.55,154,0.385,,,,,,,,,TRUE,2026-01-19 01:42:22.461622+00,,,cuemu,,1.85879E+17,,
826,1.2.276.277.388.389.417.421,igrowhe,{Endor},0.45,572,0.572,553,0.553,533,0.533,143,0.143,,,,,,,,,,,,,,,TRUE,2026-01-19 02:10:56.431128+00,,,cuemu,,1.85879E+17,,
827,1.2.276.277.388.389.391.395,nenae,{Endor},0.459,122,0.122,244,0.244,789,0.789,679,0.679,,,,,,,,,,,,,,,TRUE,2026-01-19 02:13:05.052121+00,,,cuemu,,1.85879E+17,,
828,1.2.276.277.278.361.362.366,sawu,{Endor},0.537,460,0.46,596,0.596,276,0.394,698,0.698,,,,,,,,,,,,,,,TRUE,2026-01-19 02:14:58.692584+00,,,cuemu,,1.85879E+17,,
829,1.2.276.277.278.280.294.298,ipaspeo,{Endor},0.601,683,0.683,789,0.789,447,0.447,339,0.484,,,,,,,,,,,,,,,TRUE,2026-01-19 02:18:09.392026+00,,,cuemu,,1.85879E+17,,
830,1.2.276.277.278.334.348.352,stari,{Endor},0.415,69,0.069,252,0.252,479,0.479,603,0.861,,,,,,,,,,,,,,,TRUE,2026-01-19 02:19:43.953331+00,,,cuemu,,1.85879E+17,,
831,1.526.571.597.598.601.607,Voliame,"{Lok,Corellia,Endor}",0.808,384,0.384,712,0.931,,,,,177,0.835,638,0.889,707,0.924,302,0.712,751,0.925,298,0.864,,,TRUE,2026-01-16 18:45:58.896374+00,,2026-01-19 02:23:34.859652+00,cuemu,,1.85879E+17,,
832,1.526.571.597.598.616.622,pomi,{Endor},0.748,138,0.138,722,0.945,,,,,294,0.739,708,0.887,698,0.875,397,0.749,779,0.937,236,0.711,,,TRUE,2026-01-19 02:24:57.96178+00,,2026-01-19 02:25:04.394172+00,cuemu,,1.85879E+17,,
833,1.526.571.653.654.669.675,osiism,{Endor},0.788,169,0.169,706,0.894,,,,,368,0.876,722,0.88,780,0.918,636,0.837,857,0.942,,,,,TRUE,2026-01-19 02:34:17.817658+00,,2026-01-19 02:34:22.619662+00,cuemu,,1.85879E+17,,
834,1.526.527.543.553,Ori,,0.351,159,0.159,185,0.185,,,,,43,0.043,850,0.85,517,0.517,,,,,,,,,TRUE,2026-01-19 06:00:25.747987+00,,,cuemu,,2.22847E+17,,
835,1.2.276.277.388.389.404.406,Riako,{Dantooine},0.54,363,0.363,483,0.483,693,0.693,623,0.623,,,,,,,,,,,,,,,TRUE,2026-01-19 06:02:09.048784+00,,,cuemu,,2.22847E+17,,
836,1.2.276.277.278.280.294.296,Robi,{Dantooine},0.48,240,0.24,651,0.651,354,0.354,471,0.673,,,,,,,,,,,,,,,TRUE,2026-01-19 06:03:57.623082+00,,,cuemu,,2.22847E+17,,
837,1.2.276.277.278.307.321.323,Tisa,{Dantooine},0.267,258,0.258,250,0.25,457,0.457,71,0.101,,,,,,,,,,,,,,,TRUE,2026-01-19 06:04:46.792781+00,,,cuemu,,2.22847E+17,,
838,1.759.760.801.815.818,Sceabebi,{Dantooine},0.674,500,1,,,,,209,0.348,,,,,,,,,,,,,,,TRUE,2026-01-19 06:06:29.703855+00,,,cuemu,,2.22847E+17,,
839,1.2.276.277.388.443.445.447,Cimo,{Dantooine},0.292,102,0.102,370,0.37,22,0.022,673,0.673,,,,,,,,,,,,,,,TRUE,2026-01-19 06:07:42.912757+00,,,cuemu,,2.22847E+17,,
840,1.2.276.484.485.500.502,Adi,{Dantooine},0.456,352,0.352,83,0.138,,,,,775,0.775,98,0.327,276,0.69,,,,,,,,,TRUE,2026-01-19 06:12:54.511073+00,,,cuemu,,2.22847E+17,,
841,1.2.276.277.388.443.471.473,Badayi,{Dantooine},0.492,596,0.596,483,0.483,569,0.569,223,0.319,,,,,,,,,,,,,,,TRUE,2026-01-19 06:14:24.892103+00,,,cuemu,,2.22847E+17,,
842,1.2.276.484.485.487.489,Vima,{Dantooine},0.457,281,0.281,18,0.022,,,,,539,0.674,403,0.504,562,0.803,,,,,,,,,TRUE,2026-01-19 06:16:47.269577+00,,,cuemu,,2.22847E+17,,
843,1.2.276.277.278.280.294.297,Ffebosvi,{Dathomir},0.369,354,0.354,171,0.171,660,0.66,205,0.293,,,,,,,,,,,,,,,TRUE,2026-01-19 06:24:07.745481+00,,,cuemu,,2.22847E+17,,
844,1.2.276.484.485.487.490,Glawoosa,{Dathomir},0.412,448,0.448,79,0.099,,,,,779,0.974,48,0.06,337,0.481,,,,,,,,,TRUE,2026-01-19 06:26:19.113454+00,,,cuemu,,2.22847E+17,,
845,1.2.276.277.388.389.404.407,Brawe,{Dathomir},0.334,583,0.583,43,0.043,57,0.057,654,0.654,,,,,,,,,,,,,,,TRUE,2026-01-19 06:29:32.943815+00,,,cuemu,,2.22847E+17,,
846,1.526.527.543.546,Herible,{Dathomir},0.157,24,0.024,116,0.116,,,,,126,0.126,149,0.149,369,0.369,,,,,,,,,TRUE,2026-01-19 06:30:07.197747+00,,,cuemu,,2.22847E+17,,
847,1.526.571.572.575.581,Trareite,{Dathomir},0.71,451,0.451,558,0.775,,,840,0.903,,,,,,,,,,,,,,,TRUE,2026-01-19 06:21:21.940164+00,,2026-01-19 09:08:07.210274+00,cuemu,,2.22847E+17,1.5035E+17,
848,1.2.276.484.485.487.493,Ara,{Naboo},0.731,566,0.566,485,0.606,,,,,646,0.807,737,0.921,530,0.757,,,,,,,,,TRUE,2026-01-19 15:44:15.070884+00,,,cuemu,,6.17819E+17,,
849,1.2.276.277.278.307.321.326,Sente,{Lok},0.466,140,0.14,186,0.186,916,0.916,434,0.62,,,,,,,,,,,,,,,TRUE,2026-01-19 15:47:05.862359+00,,,cuemu,,6.17819E+17,,
850,1.526.557.559,Wima,{Corellia},0.639,678,0.678,599,0.599,,,,,,,,,,,,,,,,,,,TRUE,2026-01-20 04:16:36.532879+00,,,cuemu,,2.22847E+17,,
851,1.2.276.277.278.334.335.336,Lliwi,{Corellia},0.197,190,0.19,41,0.041,60,0.086,471,0.471,,,,,,,,,,,,,,,TRUE,2026-01-20 04:18:47.269533+00,,,cuemu,,2.22847E+17,,
852,1.2.276.277.278.280.294.295,Vosa,{Corellia},0.684,643,0.643,812,0.812,436,0.436,592,0.846,,,,,,,,,,,,,,,TRUE,2026-01-20 04:19:50.114275+00,,,cuemu,,2.22847E+17,,
853,1.2.276.484.485.500.513.514,Hosmige,{Corellia},0.465,503,0.503,127,0.254,,,,,883,0.883,169,0.563,48,0.12,,,,,,,,,TRUE,2026-01-20 04:24:43.996564+00,,,cuemu,,2.22847E+17,,
854,1.526.571.597.598.601.607,Kokoi,"{Tatooine,Endor,Dantooine,Talus,Dathomir,Rori,Lok,Naboo}",0.842,668,0.668,706,0.923,,,,,152,0.717,685,0.954,709,0.927,,,774,0.953,259,0.751,,,TRUE,2026-01-13 14:52:39.777281+00,,2026-01-20 05:37:25.864028+00,cuemu,,1.5035E+17,,
855,1.526.571.597.627.629,Peree,{Corellia},0.559,107,0.107,333,0.476,,,,,699,0.699,445,0.445,871,0.968,514,0.642,510,0.637,501,0.501,,,TRUE,2026-01-20 16:44:18.60956+00,,2026-01-20 16:44:23.281275+00,cuemu,,1.93478E+17,,
856,1.526.527.540.541,Mikaoheite,{Corellia},0.254,458,0.458,49,0.049,,,,,,,,,,,,,,,,,,,TRUE,2026-01-20 04:14:58.464064+00,,2026-01-20 18:37:13.113238+00,cuemu,,1.85879E+17,,
857,1.526.527.540.542,akeite,"{Endor,Corellia}",0.452,592,0.592,647,0.647,,,,,352,0.352,143,0.143,525,0.525,,,,,,,,,TRUE,2026-01-19 02:04:39.373556+00,,2026-01-20 18:37:28.265867+00,cuemu,,1.85879E+17,,
858,1.526.571.701.717.723,Wini,{Corellia},0.881,795,0.795,677,0.859,,,,,253,0.803,802,0.942,785,0.922,672,0.853,927,0.99,,,,,TRUE,2026-01-20 04:12:05.897745+00,,2026-01-20 18:48:50.785682+00,cuemu,,1.85879E+17,,
859,1.2.3.4.33.61.62,Shawa,{Corellia},0.435,358,0.358,656,0.656,365,0.521,145,0.207,,,,,,,,,,,,,,,TRUE,2026-01-21 03:40:40.264216+00,,,cuemu,,2.22847E+17,,
860,1.526.571.572.574,Vishivveaian,{Corellia},0.353,269,0.269,376,0.376,,,415,0.415,,,,,,,,,,,,,,,TRUE,2026-01-20 04:23:52.937543+00,,2026-01-20 18:50:31.592857+00,cuemu,,1.85879E+17,,
861,1.526.571.597.627.630.634,Evousiian,"{Corellia,Endor}",0.703,67,0.067,293,0.666,,,,,517,0.755,492,0.781,519,0.824,326,0.741,524,0.989,460,0.8,,,TRUE,2026-01-20 04:13:08.096954+00,,2026-01-20 18:59:00.242618+00,cuemu,,1.85879E+17,,
862,1.526.527.543.547,Polaorfe,{Endor},0.431,318,0.318,382,0.382,,,,,579,0.579,399,0.399,479,0.479,,,,,,,,,TRUE,2026-01-20 19:04:37.073182+00,,,cuemu,,1.85879E+17,,
863,1.526.571.584.587.594,Movali,{Talus},0.835,588,0.588,735,0.919,,,998,0.998,,,,,,,,,,,,,,,TRUE,2026-01-20 21:42:41.639862+00,,2026-01-20 21:42:52.258359+00,cuemu,,3.38016E+17,,
